EVENTTYPE,REGISTERDATE,STOPID,ODOMETER,LATITUDE,LONGITUDE,TASKID,LINEID,TRIPID,DATAGRAMID,DATAGRAMDATE,BUSID
0,01-NOV-18,518085,31,34332817,-765129417,1024,2524,12,5792069003,01-NOV-18 05.35.28.000000 AM,795
0,01-NOV-18,-1,-1,33613117,-765191133,-1,-1,-1,5792069004,01-NOV-18 05.35.28.000000 AM,55
0,01-NOV-18,514246,32,34068617,-764704900,347,357,6,5792069005,01-NOV-18 05.35.28.000000 AM,949
0,01-NOV-18,519199,12,34600933,-765534100,736,306,300,5792069006,01-NOV-18 05.35.28.000000 AM,212
0,01-NOV-18,519083,13,34393283,-765385417,7,303,6,5792069007,01-NOV-18 05.35.28.000000 AM,188
0,01-NOV-18,501752,-1,34231150,-765471783,209,1472,13,5792069008,01-NOV-18 05.35.28.000000 AM,914
0,01-NOV-18,513129,31,34685417,-765005767,480,2402,276,5792069009,01-NOV-18 05.35.28.000000 AM,1093
0,01-NOV-18,518030,32,34455883,-764895283,494,2402,10,5792069010,01-NOV-18 05.35.28.000000 AM,246
0,01-NOV-18,514417,36,34312300,-764840567,285,2471,16,5792069011,01-NOV-18 05.35.28.000000 AM,149
0,01-NOV-18,501200,11,34444133,-765027650,68,1472,22,5792069012,01-NOV-18 05.35.28.000000 AM,399
0,01-NOV-18,518030,32,34455883,-764895283,494,2402,10,5792069013,01-NOV-18 05.35.28.000000 AM,246
0,01-NOV-18,515043,-1,34026183,-765033483,965,2121,20,5792069014,01-NOV-18 05.35.28.000000 AM,1130
0,01-NOV-18,-1,-1,34967900,-765039133,-1,-1,-1,5792069015,01-NOV-18 05.35.28.000000 AM,134
0,01-NOV-18,514400,4,34381133,-764841783,900,2473,16,5792069016,01-NOV-18 05.35.28.000000 AM,1129
0,01-NOV-18,511279,46,33756583,-765254300,457,2104,263,5792069017,01-NOV-18 05.35.28.000000 AM,633
0,01-NOV-18,519127,144,-1,-1,729,302,348,5792069018,01-NOV-18 05.35.28.000000 AM,197
0,01-NOV-18,518004,47,34196883,-765146617,748,2472,8,5792069019,01-NOV-18 05.35.28.000000 AM,232
0,01-NOV-18,513235,-1,34707283,-765103500,122,2242,281,5792069020,01-NOV-18 05.35.28.000000 AM,1191
0,01-NOV-18,502500,4,34785100,-765170617,1033,421,530,5792069021,01-NOV-18 05.35.28.000000 AM,832
0,01-NOV-18,519123,-1,34478900,-765624617,851,302,6,5792069022,01-NOV-18 05.35.28.000000 AM,195
0,01-NOV-18,500950,954,34438950,-765214367,138,142,296,5792069023,01-NOV-18 05.35.28.000000 AM,1177
0,01-NOV-18,515088,5,34018200,-765049417,346,651,5,5792069024,01-NOV-18 05.35.28.000000 AM,763
0,01-NOV-18,512174,16,34875517,-765290800,388,324,4,5792069025,01-NOV-18 05.35.28.000000 AM,186
0,01-NOV-18,-1,-1,34895383,-765069167,-1,-1,-1,5792069026,01-NOV-18 05.35.28.000000 AM,7
0,01-NOV-18,519052,35,34434533,-765321083,552,302,346,5792069027,01-NOV-18 05.35.28.000000 AM,199
0,01-NOV-18,-1,-1,34432667,-764932517,-1,-1,-1,5792069028,01-NOV-18 05.35.28.000000 AM,263
0,01-NOV-18,518035,36,34230217,-765170950,971,2524,14,5792069029,01-NOV-18 05.35.28.000000 AM,1038
0,01-NOV-18,514087,395,34295433,-764774333,800,2842,464,5792069030,01-NOV-18 05.35.28.000000 AM,313
0,01-NOV-18,512021,-1,-1,-1,311,2521,6,5792069031,01-NOV-18 05.35.29.000000 AM,1085
0,01-NOV-18,511475,320,33813133,-765106483,1188,3132,5,5792069032,01-NOV-18 05.35.29.000000 AM,873
0,01-NOV-18,514013,-1,34634550,-764833950,40,2212,390,5792069033,01-NOV-18 05.35.29.000000 AM,1196
0,01-NOV-18,-1,-1,33592467,-765115933,-1,-1,-1,5792069034,01-NOV-18 05.35.29.000000 AM,838
0,01-NOV-18,514080,1332,34569717,-764799067,30,2121,14,5792069035,01-NOV-18 05.35.29.000000 AM,72
0,01-NOV-18,512014,-1,34859800,-765045517,799,323,12,5792069036,01-NOV-18 05.35.29.000000 AM,903
0,01-NOV-18,516076,113,34275417,-765282333,749,2101,9,5792069037,01-NOV-18 05.35.29.000000 AM,1011
0,01-NOV-18,515025,19,34000583,-765091867,891,2473,10,5792069038,01-NOV-18 05.35.29.000000 AM,1158
0,01-NOV-18,513140,32,34720200,-764869283,419,2241,5,5792069039,01-NOV-18 05.35.29.000000 AM,165
0,01-NOV-18,-1,-1,33587750,-765117017,-1,-1,-1,5792069040,01-NOV-18 05.35.29.000000 AM,109
0,01-NOV-18,-1,-1,34299917,-764766150,940,302,9985,5792069041,01-NOV-18 05.35.29.000000 AM,756
0,01-NOV-18,517174,3,34093617,-765643483,192,375,352,5792069042,01-NOV-18 05.35.29.000000 AM,200
0,01-NOV-18,511177,1,33751150,-765505583,160,3122,349,5792069043,01-NOV-18 05.35.29.000000 AM,1233
0,01-NOV-18,-1,-1,33590717,-765236833,-1,-1,-1,5792069044,01-NOV-18 05.35.29.000000 AM,1225
0,01-NOV-18,518153,176,34437383,-764995167,627,2273,1340,5792069045,01-NOV-18 05.35.29.000000 AM,302
0,01-NOV-18,511267,34,33801867,-765161800,331,3131,12,5792069046,01-NOV-18 05.35.29.000000 AM,85
0,01-NOV-18,502301,-1,33590283,-765112900,755,2104,9983,5792069047,01-NOV-18 05.35.29.000000 AM,1126
0,01-NOV-18,-1,25,34307933,-764751167,942,302,9983,5792069048,01-NOV-18 05.35.29.000000 AM,100
0,01-NOV-18,501151,-1,34438550,-764991100,240,1472,572,5792069049,01-NOV-18 05.35.29.000000 AM,951
0,01-NOV-18,500602,531,34521800,-765312500,1005,421,526,5792069050,01-NOV-18 05.35.29.000000 AM,1020
0,01-NOV-18,514039,1162,34194950,-764676617,1028,142,9991,5792069051,01-NOV-18 05.35.29.000000 AM,170
0,01-NOV-18,513048,32,34869317,-764977433,1038,2301,12,5792069052,01-NOV-18 05.35.29.000000 AM,1174
0,01-NOV-18,517131,311,33978583,-765462083,43,2274,336,5792069053,01-NOV-18 05.35.29.000000 AM,1102
0,01-NOV-18,513025,313,34970017,-764932983,525,321,11,5792069054,01-NOV-18 05.35.29.000000 AM,341
0,01-NOV-18,512117,34,34896733,-765246367,678,272,277,5792069055,01-NOV-18 05.35.29.000000 AM,62
0,01-NOV-18,514400,35,34376100,-764841650,900,2473,16,5792069056,01-NOV-18 05.35.29.000000 AM,1129
0,01-NOV-18,512178,32,34622217,-765291850,442,2242,278,5792069057,01-NOV-18 05.35.29.000000 AM,230
0,01-NOV-18,517063,-1,34245433,-765524867,62,376,13,5792069058,01-NOV-18 05.35.29.000000 AM,762
0,01-NOV-18,511046,32,33440733,-765307250,691,311,281,5792073803,01-NOV-18 05.37.32.000000 AM,1034
0,01-NOV-18,519086,-1,34416500,-765455483,7,303,6,5792073804,01-NOV-18 05.37.32.000000 AM,188
0,01-NOV-18,511256,142,33442433,-765243267,130,318,8,5792073805,01-NOV-18 05.37.32.000000 AM,189
0,01-NOV-18,517007,199,34113083,-765414750,198,2471,371,5792073806,01-NOV-18 05.37.32.000000 AM,1114
0,01-NOV-18,501050,650,-1,-1,624,441,9,5792073807,01-NOV-18 05.37.32.000000 AM,916
0,01-NOV-18,-1,-1,34137250,-765444617,460,375,9999,5792073808,01-NOV-18 05.37.32.000000 AM,290
0,01-NOV-18,501200,2,34443533,-765023450,384,140,12,5792073809,01-NOV-18 05.37.32.000000 AM,1215
0,01-NOV-18,516146,31,33989583,-765276333,613,2104,7,5792073810,01-NOV-18 05.37.32.000000 AM,1045
0,01-NOV-18,513258,33,34906583,-765112600,489,2121,5,5792073811,01-NOV-18 05.37.32.000000 AM,1035
0,01-NOV-18,518030,-1,34456583,-764894583,317,2402,11,5792073812,01-NOV-18 05.37.32.000000 AM,1112
0,01-NOV-18,502501,630,34836367,-765138500,964,421,5,5792073813,01-NOV-18 05.37.32.000000 AM,1128
0,01-NOV-18,516173,33,34012833,-765277233,29,271,1097,5792073814,01-NOV-18 05.37.32.000000 AM,34
0,01-NOV-18,511335,11,33227033,-765224217,257,318,7,5792073815,01-NOV-18 05.37.32.000000 AM,104
0,01-NOV-18,517093,-1,33886933,-765537117,420,373,11,5792073816,01-NOV-18 05.37.32.000000 AM,1161
0,01-NOV-18,-1,7668,34031417,-765465417,910,4272,9956,5792073817,01-NOV-18 05.37.32.000000 AM,1135
0,01-NOV-18,514322,25,34174783,-764673400,18,2243,354,5792073818,01-NOV-18 05.37.32.000000 AM,1077
0,01-NOV-18,515143,4,34078367,-765204367,698,2473,6,5792073819,01-NOV-18 05.37.32.000000 AM,1173
0,01-NOV-18,-1,129,34306133,-764758017,464,2212,9853,5792073820,01-NOV-18 05.37.32.000000 AM,789
0,01-NOV-18,514154,397,34519133,-764841017,239,2242,284,5792073821,01-NOV-18 05.37.32.000000 AM,1185
0,01-NOV-18,501451,601,34490317,-765278617,134,2301,375,5792073822,01-NOV-18 05.37.32.000000 AM,653
0,01-NOV-18,511282,418,33689367,-765257700,64,2212,401,5792073823,01-NOV-18 05.37.33.000000 AM,139
0,01-NOV-18,518058,293,-1,-1,883,2212,14,5792073824,01-NOV-18 05.37.33.000000 AM,962
0,01-NOV-18,-1,-1,33592217,-765119333,-1,-1,-1,5792073825,01-NOV-18 05.37.33.000000 AM,299
0,01-NOV-18,515012,-1,34160017,-764877933,635,2471,13,5792073826,01-NOV-18 05.37.33.000000 AM,931
0,01-NOV-18,513135,4,34707583,-764933367,480,2402,276,5792073827,01-NOV-18 05.37.33.000000 AM,1093
0,01-NOV-18,514053,4,34377233,-764736417,150,2243,311,5792073828,01-NOV-18 05.37.33.000000 AM,817
0,01-NOV-18,516197,-1,33973083,-765253783,1096,377,6,5792073829,01-NOV-18 05.37.33.000000 AM,700
0,01-NOV-18,502600,10,34184983,-764869117,832,2473,278,5792073830,01-NOV-18 05.37.33.000000 AM,858
0,01-NOV-18,514085,33,34203150,-764781967,70,2842,468,5792073831,01-NOV-18 05.37.33.000000 AM,1096
0,01-NOV-18,516079,142,34307050,-765268083,644,2102,546,5792073832,01-NOV-18 05.37.33.000000 AM,1221
0,01-NOV-18,519020,6,34299800,-765299317,941,2273,1343,5792073833,01-NOV-18 05.37.33.000000 AM,49
0,01-NOV-18,512022,3729,34425567,-765263217,995,2524,25,5792073834,01-NOV-18 05.37.33.000000 AM,1078
0,01-NOV-18,-1,-1,33587533,-765115200,-1,-1,-1,5792073835,01-NOV-18 05.37.33.000000 AM,65
0,01-NOV-18,513277,-1,34941167,-764866933,183,333,18,5792073836,01-NOV-18 05.37.33.000000 AM,906
0,01-NOV-18,501100,39,34435817,-764960933,991,2273,1024,5792073837,01-NOV-18 05.37.33.000000 AM,632
0,01-NOV-18,-1,-1,33591767,-765117317,-1,-1,-1,5792073838,01-NOV-18 05.37.33.000000 AM,627
0,01-NOV-18,501853,-1,34148150,-765483633,499,437,326,5792073839,01-NOV-18 05.37.33.000000 AM,298
0,01-NOV-18,516096,3,34145950,-765176300,1049,2524,20,5792073840,01-NOV-18 05.37.33.000000 AM,799
0,01-NOV-18,518035,133,34236333,-765170117,146,2211,292,5792073841,01-NOV-18 05.37.33.000000 AM,1175
0,01-NOV-18,514024,42,34373750,-764713283,184,2841,327,5792073842,01-NOV-18 05.37.33.000000 AM,622
0,01-NOV-18,500154,7628,34435700,-764822467,645,2471,9997,5792073843,01-NOV-18 05.37.33.000000 AM,1063
0,01-NOV-18,500110,-1,34893633,-765078667,754,322,11,5792073844,01-NOV-18 05.37.33.000000 AM,899
0,01-NOV-18,-1,-1,34867000,-764982333,-1,-1,-1,5792073845,01-NOV-18 05.37.33.000000 AM,7
0,01-NOV-18,518021,-1,34375633,-765085783,758,2273,1342,5792073846,01-NOV-18 05.37.33.000000 AM,1033
0,01-NOV-18,512040,-1,34835433,-765255933,727,272,3,5792073847,01-NOV-18 05.37.33.000000 AM,82
0,01-NOV-18,518189,39,34313900,-764968967,502,2472,304,5792073848,01-NOV-18 05.37.33.000000 AM,248
0,01-NOV-18,514368,3,34391733,-764838183,606,353,260,5792073849,01-NOV-18 05.37.33.000000 AM,1263
0,01-NOV-18,515025,-1,34003500,-765095400,885,2473,9903,5792073850,01-NOV-18 05.37.33.000000 AM,1047
0,01-NOV-18,514353,-1,34368300,-764817583,41,3442,15,5792073851,01-NOV-18 05.37.33.000000 AM,758
0,01-NOV-18,512024,5,34606167,-765274883,182,2274,7,5792073852,01-NOV-18 05.37.33.000000 AM,815
0,01-NOV-18,513236,-1,34743733,-765135333,122,2242,281,5792073853,01-NOV-18 05.37.33.000000 AM,1191
0,01-NOV-18,514368,32,34393817,-764838217,606,353,260,5792073854,01-NOV-18 05.37.33.000000 AM,1263
0,01-NOV-18,512035,476,34816200,-765095400,821,282,227,5792073855,01-NOV-18 05.37.33.000000 AM,894
0,01-NOV-18,513113,3,34859167,-764944933,907,2273,1337,5792073856,01-NOV-18 05.37.33.000000 AM,1150
0,01-NOV-18,511187,319,33585433,-765150117,427,3192,9997,5792073857,01-NOV-18 05.37.33.000000 AM,124
0,01-NOV-18,501900,662,34037133,-765468167,202,131,12,5792073858,01-NOV-18 05.37.33.000000 AM,1053
0,01-NOV-18,500603,106,34579517,-765293550,951,2524,10,5792073859,01-NOV-18 05.37.33.000000 AM,1146
0,01-NOV-18,516089,5,-1,-1,968,2524,367,5792073860,01-NOV-18 05.37.34.000000 AM,1169
0,01-NOV-18,501301,435,34450000,-765106117,170,441,331,5792073861,01-NOV-18 05.37.34.000000 AM,1121
0,01-NOV-18,515148,26,34158700,-765114467,520,2471,367,5792073862,01-NOV-18 05.37.34.000000 AM,784
0,01-NOV-18,500800,35,34521800,-765312650,238,2524,372,5792073863,01-NOV-18 05.37.34.000000 AM,972
0,01-NOV-18,502301,-1,33590250,-765112933,755,2104,9983,5792073864,01-NOV-18 05.37.34.000000 AM,1126
0,01-NOV-18,513239,-1,34867633,-764844583,471,3351,329,5792073865,01-NOV-18 05.37.34.000000 AM,194
0,01-NOV-18,501802,269,34159950,-765483517,209,1472,13,5792073866,01-NOV-18 05.37.34.000000 AM,914
0,01-NOV-18,514021,-1,34393433,-764775550,597,347,33,5792073867,01-NOV-18 05.37.34.000000 AM,937
0,01-NOV-18,511038,6,33425517,-765405417,676,3141,320,5792073868,01-NOV-18 05.37.34.000000 AM,1217
0,01-NOV-18,514156,6,34474567,-764839567,22,2242,8,5792073869,01-NOV-18 05.37.34.000000 AM,813
0,01-NOV-18,516086,15,33977317,-765116833,891,2473,10,5792073870,01-NOV-18 05.37.34.000000 AM,1158
0,01-NOV-18,502151,927,33853983,-765446167,201,131,476,5792073871,01-NOV-18 05.37.34.000000 AM,1224
0,01-NOV-18,502751,473,34248350,-765029617,156,150,10,5792073872,01-NOV-18 05.37.34.000000 AM,566
0,01-NOV-18,502651,32,34219667,-764909917,430,1571,25,5792073873,01-NOV-18 05.37.34.000000 AM,397
0,01-NOV-18,514467,5,34371650,-764745783,709,142,293,5792073874,01-NOV-18 05.37.34.000000 AM,930
0,01-NOV-18,-1,-1,34967883,-765039183,866,2273,9855,5792073875,01-NOV-18 05.37.34.000000 AM,134
0,01-NOV-18,514209,19,34176000,-764686517,833,347,780,5792073876,01-NOV-18 05.37.34.000000 AM,228
0,01-NOV-18,501000,52,34419917,-765334600,152,2274,5,5792073877,01-NOV-18 05.37.34.000000 AM,155
0,01-NOV-18,501653,34,34353667,-765405567,423,1571,589,5792073878,01-NOV-18 05.37.34.000000 AM,551
0,01-NOV-18,500751,3,34531817,-765314733,126,150,366,5792073879,01-NOV-18 05.37.34.000000 AM,13
0,01-NOV-18,500250,295,34760333,-765045917,593,437,7,5792073880,01-NOV-18 05.37.34.000000 AM,297
0,01-NOV-18,516138,6,33925983,-765237283,588,2212,399,5792073881,01-NOV-18 05.37.34.000000 AM,1069
0,01-NOV-18,518009,9,34195600,-765170217,748,2472,8,5792073882,01-NOV-18 05.37.34.000000 AM,232
0,01-NOV-18,-1,1192,34989017,-765068867,1051,2301,9832,5792073883,01-NOV-18 05.37.34.000000 AM,1066
0,01-NOV-18,501401,117,34425567,-765261867,208,2274,332,5792073884,01-NOV-18 05.37.34.000000 AM,1172
0,01-NOV-18,-1,1780,34836033,-764859583,865,2524,9989,5792073885,01-NOV-18 05.37.34.000000 AM,1184
0,01-NOV-18,515140,33,33991300,-765137517,757,2473,8,5792073886,01-NOV-18 05.37.34.000000 AM,1009
0,01-NOV-18,514405,30,34060217,-764752333,840,347,783,5792073887,01-NOV-18 05.37.34.000000 AM,255
0,01-NOV-18,501350,487,34466700,-764840033,78,1472,6,5792073888,01-NOV-18 05.37.34.000000 AM,877
0,01-NOV-18,511385,26,33548033,-765203367,17,3171,16,5792073889,01-NOV-18 05.37.34.000000 AM,1133
0,01-NOV-18,513293,7,34953517,-764882167,444,333,22,5792073890,01-NOV-18 05.37.34.000000 AM,202
0,01-NOV-18,516122,240,34067217,-765400967,592,2273,1019,5792073891,01-NOV-18 05.37.34.000000 AM,1070
0,01-NOV-18,514544,85,34027550,-764683717,347,357,6,5792073892,01-NOV-18 05.37.35.000000 AM,949
0,01-NOV-18,-1,-1,33668617,-765252417,-1,-1,-1,5792073893,01-NOV-18 05.37.35.000000 AM,1225
0,01-NOV-18,514232,6,34120033,-764719900,670,2841,25,5792073894,01-NOV-18 05.37.35.000000 AM,254
0,01-NOV-18,514429,31,34194967,-764675717,744,142,13,5792073895,01-NOV-18 05.37.35.000000 AM,922
0,01-NOV-18,516063,31,34058833,-765373083,28,2101,317,5792073896,01-NOV-18 05.37.35.000000 AM,48
0,01-NOV-18,511353,-1,33792700,-765614500,84,3122,354,5792073897,01-NOV-18 05.37.35.000000 AM,92
0,01-NOV-18,511400,174,33755233,-765504283,180,3121,376,5792073898,01-NOV-18 05.37.35.000000 AM,95
0,01-NOV-18,500152,-1,34440417,-764831883,21,2242,286,5792073899,01-NOV-18 05.37.35.000000 AM,135
0,01-NOV-18,518046,36,34321800,-765164350,76,2211,21,5792073900,01-NOV-18 05.37.35.000000 AM,154
0,01-NOV-18,502400,-1,34635250,-765253567,456,421,528,5792073901,01-NOV-18 05.37.35.000000 AM,636
0,01-NOV-18,500203,25,34822083,-764975350,112,2121,323,5792073902,01-NOV-18 05.37.35.000000 AM,179
0,01-NOV-18,516085,100,34047833,-765136767,246,2141,8,5792073903,01-NOV-18 05.37.35.000000 AM,854
0,01-NOV-18,519020,36,34301017,-765297500,941,2273,1343,5792073904,01-NOV-18 05.37.35.000000 AM,49
0,01-NOV-18,511408,196,33684083,-765203450,1071,3131,322,5792073905,01-NOV-18 05.37.35.000000 AM,844
0,01-NOV-18,514039,17,-1,-1,390,142,16,5792073906,01-NOV-18 05.37.35.000000 AM,918
0,01-NOV-18,516230,122,33997733,-765235883,472,2121,311,5792073907,01-NOV-18 05.37.35.000000 AM,1199
0,01-NOV-18,519020,36,34301650,-765296583,941,2273,1343,5792073908,01-NOV-18 05.37.35.000000 AM,49
0,01-NOV-18,513267,7,34836900,-765258717,678,272,277,5792073909,01-NOV-18 05.37.35.000000 AM,62
0,01-NOV-18,512112,36,34651083,-765234117,181,2211,26,5792073910,01-NOV-18 05.37.35.000000 AM,158
0,01-NOV-18,513112,63,34834533,-764905233,836,2241,7,5792073911,01-NOV-18 05.37.35.000000 AM,1189
0,01-NOV-18,515148,32,34147267,-765126567,522,2212,396,5792073912,01-NOV-18 05.37.35.000000 AM,169
0,01-NOV-18,516004,336,34131517,-765289417,175,2471,369,5792073913,01-NOV-18 05.37.35.000000 AM,171
0,01-NOV-18,519019,27,34302167,-765302067,695,2273,1020,5792073914,01-NOV-18 05.37.35.000000 AM,1025
0,01-NOV-18,514055,6,34390283,-764769383,333,3441,27,5792073915,01-NOV-18 05.37.35.000000 AM,740
0,01-NOV-18,-1,-1,34551050,-765313750,-1,-1,-1,5792073916,01-NOV-18 05.37.35.000000 AM,1051
0,01-NOV-18,502303,6,33673000,-765294567,829,2101,14,5792073917,01-NOV-18 05.37.35.000000 AM,1137
0,01-NOV-18,519021,-1,34332783,-765280650,860,2104,267,5792073918,01-NOV-18 05.37.35.000000 AM,428
0,01-NOV-18,501052,303,-1,-1,534,140,15,5792073919,01-NOV-18 05.37.35.000000 AM,888
0,01-NOV-18,515143,32,34076917,-765205867,698,2473,6,5792073920,01-NOV-18 05.37.35.000000 AM,1173
0,01-NOV-18,518021,-1,34376167,-765083800,758,2273,1342,5792073921,01-NOV-18 05.37.35.000000 AM,1033
0,01-NOV-18,518100,274,34443417,-765115283,325,2521,189,5792073922,01-NOV-18 05.37.35.000000 AM,253
0,01-NOV-18,513106,-1,34692400,-764859467,697,3372,269,5792073923,01-NOV-18 05.37.35.000000 AM,1065
0,01-NOV-18,-1,-1,34040117,-764757533,-1,-1,-1,5792073924,01-NOV-18 05.37.35.000000 AM,237
0,01-NOV-18,-1,-1,34047150,-764757300,-1,-1,-1,5792073925,01-NOV-18 05.37.35.000000 AM,237
0,01-NOV-18,514554,-1,34332417,-764652700,875,3411,15,5792073926,01-NOV-18 05.37.35.000000 AM,921
0,01-NOV-18,500102,586,34879483,-765028400,746,2273,1029,5792073927,01-NOV-18 05.37.35.000000 AM,326
0,01-NOV-18,518046,36,34321117,-765164483,76,2211,21,5792073928,01-NOV-18 05.37.36.000000 AM,154
0,01-NOV-18,502400,867,34648367,-765243367,259,305,9997,5792073929,01-NOV-18 05.37.36.000000 AM,821
0,01-NOV-18,502101,1131,33978850,-765464350,1011,427,232,5792073930,01-NOV-18 05.37.36.000000 AM,1030
0,01-NOV-18,502900,163,34364417,-765163517,115,150,364,5792073931,01-NOV-18 05.37.36.000000 AM,646
0,01-NOV-18,515012,36,34155367,-764882400,635,2471,13,5792073932,01-NOV-18 05.37.36.000000 AM,931
0,01-NOV-18,519045,197,34521533,-765220983,310,2401,7,5792073933,01-NOV-18 05.37.36.000000 AM,251
0,01-NOV-18,511462,-1,33820533,-765707133,251,3192,5,5792073934,01-NOV-18 05.37.36.000000 AM,1234
0,01-NOV-18,502601,-1,34201117,-764864417,340,452,9962,5792073935,01-NOV-18 05.37.36.000000 AM,157
0,01-NOV-18,516086,27,33976867,-765117183,891,2473,10,5792073936,01-NOV-18 05.37.36.000000 AM,1158
0,01-NOV-18,501753,31,34240067,-765467100,167,131,471,5792073937,01-NOV-18 05.37.36.000000 AM,389
0,01-NOV-18,512178,40,34618283,-765284667,1035,2301,8,5792073938,01-NOV-18 05.37.36.000000 AM,814
0,01-NOV-18,515037,279,34164183,-764949550,931,2473,279,5792073939,01-NOV-18 05.37.36.000000 AM,1014
0,01-NOV-18,518019,5,34363383,-765131017,440,385,14,5792073940,01-NOV-18 05.37.36.000000 AM,283
0,01-NOV-18,500162,86,34435783,-764823683,1164,3441,37,5792073941,01-NOV-18 05.37.36.000000 AM,735
0,01-NOV-18,516086,27,33976867,-765117183,891,2473,10,5792073942,01-NOV-18 05.37.36.000000 AM,1158
0,01-NOV-18,513132,118,34699650,-764962750,808,2402,8,5792073943,01-NOV-18 05.37.36.000000 AM,975
0,01-NOV-18,514069,3,34326450,-764783800,38,2842,25,5792073944,01-NOV-18 05.37.36.000000 AM,227
0,01-NOV-18,513041,4,34988517,-764919417,393,333,20,5792073945,01-NOV-18 05.37.36.000000 AM,1210
0,01-NOV-18,513258,323,34892350,-765088467,1037,2301,370,5792073946,01-NOV-18 05.37.36.000000 AM,172
0,01-NOV-18,517039,158,34162617,-765550183,609,3721,18,5792073947,01-NOV-18 05.37.36.000000 AM,276
0,01-NOV-18,514372,9,34296067,-764840400,900,2473,16,5792073948,01-NOV-18 05.37.36.000000 AM,1129
0,01-NOV-18,517035,89,34161617,-765582800,570,3721,21,5792073949,01-NOV-18 05.37.36.000000 AM,1205
0,01-NOV-18,-1,-1,34293683,-764745267,-1,-1,-1,5792073950,01-NOV-18 05.37.36.000000 AM,1094
0,01-NOV-18,518018,51,34368483,-765129800,764,2273,1022,5792073951,01-NOV-18 05.37.36.000000 AM,1149
0,01-NOV-18,519067,21,34425317,-765331150,552,302,10,5792073952,01-NOV-18 05.37.36.000000 AM,199
0,01-NOV-18,502051,134,33978233,-765465167,565,441,337,5792073953,01-NOV-18 05.37.36.000000 AM,18
0,01-NOV-18,511272,21,33878850,-765201533,228,3131,324,5792073954,01-NOV-18 05.37.36.000000 AM,1127
0,01-NOV-18,515140,2,33991300,-765136267,757,2473,8,5792073955,01-NOV-18 05.37.36.000000 AM,1009
0,01-NOV-18,-1,8495,34517317,-765446900,86,305,9999,5792073956,01-NOV-18 05.37.36.000000 AM,136
0,01-NOV-18,515143,32,34076400,-765206350,698,2473,6,5792073957,01-NOV-18 05.37.36.000000 AM,1173
0,01-NOV-18,513245,16,34914033,-764860150,546,3351,327,5792073958,01-NOV-18 05.37.36.000000 AM,213
0,01-NOV-18,511401,31,33755483,-765500983,94,3121,374,5792073959,01-NOV-18 05.37.36.000000 AM,118
0,01-NOV-18,511388,-1,33805233,-765437950,761,3123,6,5792073960,01-NOV-18 05.37.36.000000 AM,35
0,01-NOV-18,-1,-1,34412283,-764990000,-1,-1,-1,5792073961,01-NOV-18 05.37.36.000000 AM,263
0,01-NOV-18,-1,-1,33590617,-765120783,-1,-1,-1,5792073962,01-NOV-18 05.37.36.000000 AM,1152
0,01-NOV-18,-1,-1,34045433,-764756833,-1,-1,-1,5792073963,01-NOV-18 05.37.36.000000 AM,270
0,01-NOV-18,-1,-1,34045150,-764756267,864,347,9965,5792073964,01-NOV-18 05.37.36.000000 AM,654
0,01-NOV-18,501351,46,34441333,-765205467,373,2211,22,5792073965,01-NOV-18 05.37.37.000000 AM,824
0,01-NOV-18,514432,-1,34188350,-764870550,726,355,120,5792073966,01-NOV-18 05.37.37.000000 AM,288
0,01-NOV-18,514176,-1,34238850,-764700283,622,3441,28,5792073967,01-NOV-18 05.37.37.000000 AM,1095
0,01-NOV-18,516089,31,-1,-1,968,2524,367,5792073968,01-NOV-18 05.37.37.000000 AM,1169
0,01-NOV-18,-1,1737,34360017,-764797233,223,376,9989,5792073969,01-NOV-18 05.37.37.000000 AM,776
0,01-NOV-18,513224,5,34661550,-765085333,9,2242,282,5792073970,01-NOV-18 05.37.37.000000 AM,177
0,01-NOV-18,502651,4,34217400,-764908767,141,150,12,5792073971,01-NOV-18 05.37.37.000000 AM,2
0,01-NOV-18,501402,465,34424317,-765317900,250,1472,16,5792073972,01-NOV-18 05.37.37.000000 AM,912
0,01-NOV-18,519086,32,34418733,-765457233,7,303,6,5792073973,01-NOV-18 05.37.37.000000 AM,188
0,01-NOV-18,501853,560,34202017,-765481150,486,437,325,5792073974,01-NOV-18 05.37.37.000000 AM,5
0,01-NOV-18,513098,12,34666933,-764978767,579,3372,268,5792073975,01-NOV-18 05.37.37.000000 AM,138
0,01-NOV-18,516089,31,-1,-1,968,2524,367,5792073976,01-NOV-18 05.37.37.000000 AM,1169
0,01-NOV-18,501350,523,34425900,-765257950,297,140,10,5792073977,01-NOV-18 05.37.37.000000 AM,215
0,01-NOV-18,500751,-1,34537983,-765316833,284,140,509,5792073978,01-NOV-18 05.37.37.000000 AM,645
0,01-NOV-18,-1,8468,34433150,-765341683,258,3011,9993,5792073979,01-NOV-18 05.37.37.000000 AM,822
0,01-NOV-18,516197,38,33973783,-765259217,1096,377,6,5792073980,01-NOV-18 05.37.37.000000 AM,700
0,01-NOV-18,519086,35,34418733,-765457233,7,303,6,5792073981,01-NOV-18 05.37.37.000000 AM,188
0,01-NOV-18,516197,38,33973950,-765260700,1096,377,6,5792073982,01-NOV-18 05.37.37.000000 AM,700
0,01-NOV-18,514068,399,34326450,-764783800,38,2842,25,5792073983,01-NOV-18 05.37.37.000000 AM,227
