EVENTTYPE,REGISTERDATE,STOPID,ODOMETER,LATITUDE,LONGITUDE,TASKID,LINEID,TRIPID,DATAGRAMID,DATAGRAMDATE,BUSID
0,01-NOV-18,514404,121,34169983,-764789383,424,357,4,5792073567,01-NOV-18 05.37.25.000000 AM,284
0,01-NOV-18,500053,230,34146417,-765497483,690,3722,752,5792073568,01-NOV-18 05.37.25.000000 AM,475
0,01-NOV-18,501351,10,34439683,-765209533,373,2211,22,5792073569,01-NOV-18 05.37.25.000000 AM,824
0,01-NOV-18,519073,40,34509300,-765424817,131,302,8,5792073570,01-NOV-18 05.37.25.000000 AM,291
0,01-NOV-18,516241,9,34192450,-765303367,496,2472,7,5792073571,01-NOV-18 05.37.25.000000 AM,1181
0,01-NOV-18,-1,4199,34713717,-765218767,255,142,9961,5792073572,01-NOV-18 05.37.25.000000 AM,1027
0,01-NOV-18,518046,4,34326600,-765160450,76,2211,21,5792073573,01-NOV-18 05.37.25.000000 AM,154
0,01-NOV-18,511037,31,33425650,-765405567,928,3141,9,5792073574,01-NOV-18 05.37.25.000000 AM,840
0,01-NOV-18,514277,34,34229733,-764705433,622,3441,28,5792073575,01-NOV-18 05.37.25.000000 AM,1095
0,01-NOV-18,514053,48,34381067,-764734800,150,2243,311,5792073576,01-NOV-18 05.37.25.000000 AM,817
0,01-NOV-18,512194,3,34719617,-765251717,319,2521,187,5792073577,01-NOV-18 05.37.25.000000 AM,1200
0,01-NOV-18,-1,-1,34967283,-765040233,-1,-1,-1,5792073578,01-NOV-18 05.37.25.000000 AM,1080
0,01-NOV-18,501700,638,34268117,-765457850,634,1571,11,5792073579,01-NOV-18 05.37.25.000000 AM,15
0,01-NOV-18,502100,202,33863917,-765447383,537,2273,1017,5792073580,01-NOV-18 05.37.25.000000 AM,1201
0,01-NOV-18,517176,36,34104167,-765562667,192,375,352,5792073581,01-NOV-18 05.37.25.000000 AM,200
0,01-NOV-18,514467,34,34374883,-764749483,709,142,293,5792073582,01-NOV-18 05.37.25.000000 AM,930
0,01-NOV-18,516230,16,34010300,-765234467,598,2211,18,5792073583,01-NOV-18 05.37.25.000000 AM,73
0,01-NOV-18,511232,3,33386883,-765245633,1067,311,283,5792073584,01-NOV-18 05.37.25.000000 AM,1154
0,01-NOV-18,518189,18,34311000,-764969850,527,2212,393,5792073585,01-NOV-18 05.37.25.000000 AM,863
0,01-NOV-18,501000,18,34421950,-765331000,152,2274,5,5792073586,01-NOV-18 05.37.26.000000 AM,155
0,01-NOV-18,502000,-1,33948667,-765461267,753,272,269,5792073587,01-NOV-18 05.37.26.000000 AM,234
0,01-NOV-18,513132,17,34702683,-764953317,808,2402,8,5792073588,01-NOV-18 05.37.26.000000 AM,975
0,01-NOV-18,-1,5501,34127583,-765479183,1007,217,9989,5792073589,01-NOV-18 05.37.26.000000 AM,1125
0,01-NOV-18,513165,31,34911917,-764885000,560,2121,10,5792073590,01-NOV-18 05.37.26.000000 AM,857
0,01-NOV-18,516195,374,33966917,-765243017,669,2212,11,5792073591,01-NOV-18 05.37.26.000000 AM,794
0,01-NOV-18,511483,-1,33682733,-765121867,617,3133,18,5792073592,01-NOV-18 05.37.26.000000 AM,130
0,01-NOV-18,503004,2481,33676200,-765249617,578,2212,9882,5792073593,01-NOV-18 05.37.26.000000 AM,80
0,01-NOV-18,514020,61,34401500,-764788250,124,2243,355,5792073594,01-NOV-18 05.37.26.000000 AM,1170
0,01-NOV-18,500250,39,34779450,-765027650,178,131,21,5792073595,01-NOV-18 05.37.26.000000 AM,1023
0,01-NOV-18,501450,971,34423300,-765259633,143,150,6,5792073596,01-NOV-18 05.37.26.000000 AM,218
0,01-NOV-18,513035,-1,34732800,-764872283,200,2212,20,5792073597,01-NOV-18 05.37.26.000000 AM,325
0,01-NOV-18,519031,-1,34387533,-765335700,290,2274,334,5792073598,01-NOV-18 05.37.26.000000 AM,153
0,01-NOV-18,512024,32,34609083,-765273333,182,2274,7,5792073599,01-NOV-18 05.37.26.000000 AM,815
0,01-NOV-18,518021,-1,34374250,-765091333,758,2273,1342,5792073600,01-NOV-18 05.37.26.000000 AM,1033
0,01-NOV-18,512132,365,34742183,-765135650,171,2242,10,5792073601,01-NOV-18 05.37.26.000000 AM,926
0,01-NOV-18,512105,142,-1,-1,311,2521,6,5792073602,01-NOV-18 05.37.26.000000 AM,1085
0,01-NOV-18,516087,-1,33964517,-765129150,901,2524,22,5792073603,01-NOV-18 05.37.26.000000 AM,1029
0,01-NOV-18,-1,-1,34900083,-765031000,-1,-1,-1,5792073604,01-NOV-18 05.37.26.000000 AM,162
0,01-NOV-18,502302,-1,33669167,-765291533,300,3141,13,5792073605,01-NOV-18 05.37.26.000000 AM,38
0,01-NOV-18,-1,-1,34957367,-765016750,-1,-1,-1,5792073606,01-NOV-18 05.37.26.000000 AM,883
0,01-NOV-18,502651,-1,34214183,-764904967,141,150,12,5792073607,01-NOV-18 05.37.26.000000 AM,2
0,01-NOV-18,519047,34,34502750,-765278367,801,2402,5,5792073608,01-NOV-18 05.37.26.000000 AM,257
0,01-NOV-18,502400,4,34637750,-765251850,456,421,528,5792073609,01-NOV-18 05.37.26.000000 AM,636
0,01-NOV-18,514467,34,34373850,-764748300,709,142,293,5792073610,01-NOV-18 05.37.26.000000 AM,930
0,01-NOV-18,515012,33,34157633,-764880517,880,2473,14,5792073611,01-NOV-18 05.37.26.000000 AM,1108
0,01-NOV-18,516146,-1,33984700,-765276567,613,2104,7,5792073612,01-NOV-18 05.37.26.000000 AM,1045
0,01-NOV-18,511252,54,33598467,-765239517,155,318,277,5792073613,01-NOV-18 05.37.26.000000 AM,185
0,01-NOV-18,514085,5,34197583,-764783067,70,2842,468,5792073614,01-NOV-18 05.37.26.000000 AM,1096
0,01-NOV-18,517166,33,34104833,-765510250,108,373,399,5792073615,01-NOV-18 05.37.26.000000 AM,902
0,01-NOV-18,502651,30,34219167,-764910000,747,283,72,5792073616,01-NOV-18 05.37.26.000000 AM,1073
0,01-NOV-18,501753,7,34239267,-765467517,167,131,471,5792073617,01-NOV-18 05.37.26.000000 AM,389
0,01-NOV-18,501250,19,34449467,-765092583,68,1472,22,5792073618,01-NOV-18 05.37.26.000000 AM,399
0,01-NOV-18,501002,46,34419650,-765334517,113,131,15,5792073619,01-NOV-18 05.37.26.000000 AM,885
0,01-NOV-18,511281,258,33678017,-765257983,128,2102,778,5792073620,01-NOV-18 05.37.26.000000 AM,843
0,01-NOV-18,516083,44,33987117,-765105000,947,2524,26,5792073621,01-NOV-18 05.37.26.000000 AM,1032
0,01-NOV-18,516079,136,34306800,-765267967,749,2101,9,5792073622,01-NOV-18 05.37.27.000000 AM,1011
0,01-NOV-18,-1,537,34309983,-764779967,942,302,9983,5792073623,01-NOV-18 05.37.27.000000 AM,100
0,01-NOV-18,512054,34,34717317,-765234433,11,272,5,5792073624,01-NOV-18 05.37.27.000000 AM,239
0,01-NOV-18,515044,145,34051133,-765005717,965,2121,20,5792073625,01-NOV-18 05.37.27.000000 AM,1130
0,01-NOV-18,514535,120,34171983,-764688867,833,347,780,5792073626,01-NOV-18 05.37.27.000000 AM,228
0,01-NOV-18,511282,642,33673867,-765253883,268,2212,403,5792073627,01-NOV-18 05.37.27.000000 AM,1220
0,01-NOV-18,-1,-1,34357600,-764796400,940,302,9985,5792073628,01-NOV-18 05.37.27.000000 AM,756
0,01-NOV-18,514116,200,34529267,-765189517,212,2402,6,5792073629,01-NOV-18 05.37.27.000000 AM,649
0,01-NOV-18,516195,374,33965817,-765242750,669,2212,11,5792073630,01-NOV-18 05.37.27.000000 AM,794
0,01-NOV-18,-1,-1,34960950,-765044267,-1,-1,-1,5792073631,01-NOV-18 05.37.27.000000 AM,635
0,01-NOV-18,514427,3,34264417,-764772617,1162,3441,34,5792073632,01-NOV-18 05.37.27.000000 AM,744
0,01-NOV-18,516094,-1,34141200,-765176750,1049,2524,20,5792073633,01-NOV-18 05.37.27.000000 AM,799
0,01-NOV-18,511214,164,33386583,-765274183,1023,217,874,5792073634,01-NOV-18 05.37.27.000000 AM,1156
0,01-NOV-18,502301,18,33672200,-765292333,514,2102,552,5792073635,01-NOV-18 05.37.27.000000 AM,75
0,01-NOV-18,514097,32,34648283,-764799750,425,2121,318,5792073636,01-NOV-18 05.37.27.000000 AM,225
0,01-NOV-18,500051,-1,34145467,-765491967,737,371,16,5792073637,01-NOV-18 05.37.27.000000 AM,437
0,01-NOV-18,513293,34,34952383,-764884450,444,333,22,5792073638,01-NOV-18 05.37.27.000000 AM,202
0,01-NOV-18,511174,34,33743467,-765540750,282,3122,352,5792073639,01-NOV-18 05.37.27.000000 AM,97
0,01-NOV-18,501002,26,34420633,-765332600,383,421,525,5792073640,01-NOV-18 05.37.27.000000 AM,1
0,01-NOV-18,514024,26,34374367,-764714917,184,2841,327,5792073641,01-NOV-18 05.37.27.000000 AM,622
0,01-NOV-18,501351,392,-1,-1,36,1472,575,5792073642,01-NOV-18 05.37.27.000000 AM,1086
0,01-NOV-18,519067,9293,34451533,-765119283,913,302,9989,5792073643,01-NOV-18 05.37.27.000000 AM,265
0,01-NOV-18,500251,318,34795900,-764988333,157,131,463,5792073644,01-NOV-18 05.37.27.000000 AM,625
0,01-NOV-18,501351,392,-1,-1,36,1472,575,5792073645,01-NOV-18 05.37.27.000000 AM,1086
0,01-NOV-18,514367,-1,34411783,-764842633,163,3442,311,5792073646,01-NOV-18 05.37.27.000000 AM,286
0,01-NOV-18,514173,239,34187350,-764729750,8,3441,31,5792073647,01-NOV-18 05.37.28.000000 AM,739
0,01-NOV-18,511353,-1,33794400,-765613783,84,3122,354,5792073648,01-NOV-18 05.37.28.000000 AM,92
0,01-NOV-18,513224,-1,34658533,-765084650,9,2242,282,5792073649,01-NOV-18 05.37.28.000000 AM,177
0,01-NOV-18,514195,125,34323583,-764708967,571,347,29,5792073650,01-NOV-18 05.37.28.000000 AM,932
0,01-NOV-18,514074,-1,34168817,-764789617,424,357,4,5792073651,01-NOV-18 05.37.28.000000 AM,284
0,01-NOV-18,514410,25,34549450,-764848767,494,2402,10,5792073652,01-NOV-18 05.37.28.000000 AM,246
0,01-NOV-18,502600,3,34185883,-764870300,832,2473,278,5792073653,01-NOV-18 05.37.28.000000 AM,858
0,01-NOV-18,513098,5,34669283,-764972467,579,3372,268,5792073654,01-NOV-18 05.37.28.000000 AM,138
0,01-NOV-18,511038,9,33425517,-765409217,676,3141,320,5792073655,01-NOV-18 05.37.28.000000 AM,1217
0,01-NOV-18,501151,68,34437367,-764981733,627,2273,1340,5792073656,01-NOV-18 05.37.28.000000 AM,302
23,01-NOV-18,500251,-1,34759050,-765043300,1040,2301,14,5792073657,01-NOV-18 05.37.28.000000 AM,638
0,01-NOV-18,512194,38,34719550,-765253100,319,2521,187,5792073658,01-NOV-18 05.37.28.000000 AM,1200
0,01-NOV-18,513168,330,34790133,-764890450,79,336,8,5792073659,01-NOV-18 05.37.28.000000 AM,1214
0,01-NOV-18,518147,183,34379100,-764943317,868,2212,17,5792073660,01-NOV-18 05.37.28.000000 AM,66
0,01-NOV-18,512085,-1,34850850,-765078433,799,323,12,5792073661,01-NOV-18 05.37.28.000000 AM,903
0,01-NOV-18,-1,-1,33587167,-765117383,-1,-1,-1,5792073662,01-NOV-18 05.37.28.000000 AM,109
0,01-NOV-18,513132,17,34702450,-764954017,808,2402,8,5792073663,01-NOV-18 05.37.28.000000 AM,975
0,01-NOV-18,-1,5937,34418633,-765336167,91,303,9999,5792073664,01-NOV-18 05.37.28.000000 AM,774
0,01-NOV-18,501250,664,34448050,-765069167,594,142,7,5792073665,01-NOV-18 05.37.28.000000 AM,221
0,01-NOV-18,500850,32,34482117,-765302117,563,437,5,5792073666,01-NOV-18 05.37.28.000000 AM,3
0,01-NOV-18,514387,92,34485133,-765040883,231,2401,230,5792073667,01-NOV-18 05.37.28.000000 AM,249
0,01-NOV-18,502701,564,34282467,-764982133,421,1571,24,5792073668,01-NOV-18 05.37.28.000000 AM,24
0,01-NOV-18,-1,-1,34969217,-765036433,-1,-1,-1,5792073669,01-NOV-18 05.37.28.000000 AM,884
0,01-NOV-18,519019,5,34304533,-765298283,695,2273,1020,5792073670,01-NOV-18 05.37.28.000000 AM,1025
0,01-NOV-18,516103,1,34060283,-765090083,970,2524,28,5792073671,01-NOV-18 05.37.28.000000 AM,1028
0,01-NOV-18,501151,40,34438467,-764987600,87,142,295,5792073672,01-NOV-18 05.37.28.000000 AM,811
0,01-NOV-18,-1,-1,34970867,-765037750,-1,-1,-1,5792073673,01-NOV-18 05.37.28.000000 AM,1076
0,01-NOV-18,514322,25,34173950,-764672000,18,2243,354,5792073674,01-NOV-18 05.37.28.000000 AM,1077
0,01-NOV-18,513158,206,34777433,-764842333,557,2121,320,5792073675,01-NOV-18 05.37.28.000000 AM,1168
0,01-NOV-18,501501,34,34494250,-765279400,140,2274,330,5792073676,01-NOV-18 05.37.28.000000 AM,1186
0,01-NOV-18,514126,24,34527150,-764997517,466,2242,9,5792073677,01-NOV-18 05.37.28.000000 AM,164
0,01-NOV-18,511272,3,33881717,-765200767,228,3131,324,5792073678,01-NOV-18 05.37.28.000000 AM,1127
0,01-NOV-18,514459,5592,34287883,-764665683,1087,3452,9999,5792073679,01-NOV-18 05.37.28.000000 AM,946
0,01-NOV-18,518035,99,34236950,-765169000,982,2524,19,5792073680,01-NOV-18 05.37.28.000000 AM,57
0,01-NOV-18,500154,-1,34437767,-764835350,363,2471,18,5792073681,01-NOV-18 05.37.28.000000 AM,1105
0,01-NOV-18,500450,-1,34628533,-765175017,35,131,18,5792073682,01-NOV-18 05.37.28.000000 AM,637
0,01-NOV-18,514353,-1,34370683,-764816083,41,3442,15,5792073683,01-NOV-18 05.37.28.000000 AM,758
0,01-NOV-18,513244,350,34910150,-764857317,546,3351,327,5792073684,01-NOV-18 05.37.28.000000 AM,213
0,01-NOV-18,502900,263,34365450,-765165050,153,1571,584,5792073685,01-NOV-18 05.37.28.000000 AM,647
0,01-NOV-18,512151,294,34845767,-765259817,236,2274,9,5792073686,01-NOV-18 05.37.28.000000 AM,148
0,01-NOV-18,513251,276,34887700,-765035550,1038,2301,12,5792073687,01-NOV-18 05.37.29.000000 AM,1174
0,01-NOV-18,513253,43,34900200,-765074567,57,2274,11,5792073688,01-NOV-18 05.37.29.000000 AM,331
0,01-NOV-18,518046,31,34325250,-765162183,76,2211,21,5792073689,01-NOV-18 05.37.29.000000 AM,154
0,01-NOV-18,501251,-1,34448117,-765085233,169,140,505,5792073690,01-NOV-18 05.37.29.000000 AM,220
0,01-NOV-18,511038,9,33425583,-765407783,676,3141,320,5792073691,01-NOV-18 05.37.29.000000 AM,1217
0,01-NOV-18,519047,34,34502367,-765279533,801,2402,5,5792073692,01-NOV-18 05.37.29.000000 AM,257
0,01-NOV-18,501854,-1,34153150,-765488250,908,217,9956,5792073693,01-NOV-18 05.37.29.000000 AM,311
0,01-NOV-18,511368,-1,33805733,-765585983,344,3121,379,5792073694,01-NOV-18 05.37.29.000000 AM,1236
0,01-NOV-18,501200,8,34444350,-765029433,707,142,9,5792073695,01-NOV-18 05.37.29.000000 AM,928
0,01-NOV-18,501351,32,34440633,-765207967,373,2211,22,5792073696,01-NOV-18 05.37.29.000000 AM,824
0,01-NOV-18,518046,36,34324767,-765162667,76,2211,21,5792073697,01-NOV-18 05.37.29.000000 AM,154
0,01-NOV-18,-1,-1,33576800,-765115967,-1,-1,-1,5792073698,01-NOV-18 05.37.29.000000 AM,1044
0,01-NOV-18,501250,664,34448083,-765069950,594,142,7,5792073699,01-NOV-18 05.37.29.000000 AM,221
0,01-NOV-18,514401,300,34444617,-764842967,377,2141,91,5792073700,01-NOV-18 05.37.29.000000 AM,74
0,01-NOV-18,511316,159,34055333,-765367233,899,2473,285,5792073701,01-NOV-18 05.37.29.000000 AM,825
0,01-NOV-18,501250,664,34448133,-765070783,594,142,7,5792073702,01-NOV-18 05.37.29.000000 AM,221
0,01-NOV-18,-1,-1,34043167,-764762450,-1,-1,-1,5792073703,01-NOV-18 05.37.29.000000 AM,279
0,01-NOV-18,500600,226,34553117,-765312650,862,2524,371,5792073704,01-NOV-18 05.37.29.000000 AM,940
0,01-NOV-18,500107,-1,34830667,-765080250,638,321,13,5792073705,01-NOV-18 05.37.29.000000 AM,640
0,01-NOV-18,518165,83,34195750,-765168350,748,2472,8,5792073706,01-NOV-18 05.37.29.000000 AM,232
0,01-NOV-18,519079,62,34503850,-765392250,1151,305,249,5792073707,01-NOV-18 05.37.29.000000 AM,641
0,01-NOV-18,513277,-1,34941400,-764865317,183,333,18,5792073708,01-NOV-18 05.37.29.000000 AM,906
0,01-NOV-18,512112,54,34651150,-765235233,181,2211,26,5792073709,01-NOV-18 05.37.29.000000 AM,158
0,01-NOV-18,-1,-1,34966067,-765042583,1079,2301,9948,5792073710,01-NOV-18 05.37.29.000000 AM,166
0,01-NOV-18,515167,18,33970033,-765043467,346,651,5,5792073711,01-NOV-18 05.37.29.000000 AM,763
0,01-NOV-18,-1,-1,34068467,-764748367,-1,-1,-1,5792073712,01-NOV-18 05.37.29.000000 AM,564
0,01-NOV-18,500250,39,34778200,-765028950,178,131,21,5792073713,01-NOV-18 05.37.29.000000 AM,1023
0,01-NOV-18,514316,3,34439817,-765115167,325,2521,189,5792073714,01-NOV-18 05.37.29.000000 AM,253
0,01-NOV-18,518021,31,34374733,-765089250,758,2273,1342,5792073715,01-NOV-18 05.37.29.000000 AM,1033
0,01-NOV-18,500151,64,34436217,-764838767,819,2402,9999,5792073716,01-NOV-18 05.37.29.000000 AM,1113
0,01-NOV-18,517013,308,34226850,-765473083,491,2472,5,5792073717,01-NOV-18 05.37.29.000000 AM,919
0,01-NOV-18,514056,953,34463933,-764829833,716,142,10,5792073718,01-NOV-18 05.37.30.000000 AM,923
0,01-NOV-18,-1,-1,34433467,-764833867,-1,-1,-1,5792073719,01-NOV-18 05.37.30.000000 AM,168
0,01-NOV-18,511037,33,33425600,-765406150,928,3141,9,5792073720,01-NOV-18 05.37.30.000000 AM,840
0,01-NOV-18,519139,85,34483450,-765259067,307,2401,232,5792073721,01-NOV-18 05.37.30.000000 AM,236
0,01-NOV-18,501003,308,34426683,-765288450,203,1571,586,5792073722,01-NOV-18 05.37.30.000000 AM,831
0,01-NOV-18,519073,40,34510767,-765426550,131,302,8,5792073723,01-NOV-18 05.37.30.000000 AM,291
0,01-NOV-18,-1,-1,33612850,-765191083,-1,-1,-1,5792073724,01-NOV-18 05.37.30.000000 AM,55
0,01-NOV-18,504019,-1,34885200,-764935250,37,431,9895,5792073725,01-NOV-18 05.37.30.000000 AM,1022
0,01-NOV-18,502100,199,33870950,-765447700,890,2473,9894,5792073726,01-NOV-18 05.37.30.000000 AM,1171
0,01-NOV-18,512178,31,34621250,-765288967,1035,2301,8,5792073727,01-NOV-18 05.37.30.000000 AM,814
0,01-NOV-18,514074,34,34164950,-764790350,424,357,4,5792073728,01-NOV-18 05.37.30.000000 AM,284
0,01-NOV-18,511232,32,33384717,-765245317,1067,311,283,5792073729,01-NOV-18 05.37.30.000000 AM,1154
0,01-NOV-18,513063,4,34813433,-764898067,630,2212,22,5792073730,01-NOV-18 05.37.30.000000 AM,178
0,01-NOV-18,-1,-1,34410917,-764799700,769,385,9893,5792073731,01-NOV-18 05.37.30.000000 AM,947
0,01-NOV-18,500163,32,34433667,-764828400,221,1472,9961,5792073732,01-NOV-18 05.37.30.000000 AM,1056
0,01-NOV-18,513258,33,34907133,-765113683,489,2121,5,5792073733,01-NOV-18 05.37.30.000000 AM,1035
0,01-NOV-18,512086,-1,34848900,-765079467,799,323,12,5792073734,01-NOV-18 05.37.30.000000 AM,903
0,01-NOV-18,514138,378,34441633,-764898650,739,2472,302,5792073735,01-NOV-18 05.37.30.000000 AM,856
0,01-NOV-18,514209,4,34173950,-764687733,833,347,780,5792073736,01-NOV-18 05.37.30.000000 AM,228
0,01-NOV-18,515148,7,34144633,-765129267,522,2212,396,5792073737,01-NOV-18 05.37.30.000000 AM,169
0,01-NOV-18,514376,235,34210800,-764863417,790,2841,320,5792073738,01-NOV-18 05.37.30.000000 AM,1110
0,01-NOV-18,512024,324,34584200,-765286333,442,2242,278,5792073739,01-NOV-18 05.37.30.000000 AM,230
0,01-NOV-18,515140,32,33990850,-765138250,757,2473,8,5792073740,01-NOV-18 05.37.30.000000 AM,1009
0,01-NOV-18,504005,-1,34902983,-764923517,77,333,24,5792073741,01-NOV-18 05.37.30.000000 AM,191
0,01-NOV-18,518021,31,34374950,-765088433,758,2273,1342,5792073742,01-NOV-18 05.37.30.000000 AM,1033
0,01-NOV-18,-1,-1,33591067,-765121233,-1,-1,-1,5792073743,01-NOV-18 05.37.30.000000 AM,91
0,01-NOV-18,501000,11,34421967,-765330633,554,2102,784,5792073744,01-NOV-18 05.37.30.000000 AM,64
0,01-NOV-18,513106,-1,34693350,-764859717,697,3372,10,5792073745,01-NOV-18 05.37.30.000000 AM,1065
0,01-NOV-18,-1,-1,33723000,-765394683,354,375,9995,5792073746,01-NOV-18 05.37.30.000000 AM,101
0,01-NOV-18,-1,1409,34965233,-765072733,267,2402,9909,5792073747,01-NOV-18 05.37.30.000000 AM,806
0,01-NOV-18,500151,595,34053733,-764755567,847,347,764,5792073748,01-NOV-18 05.37.30.000000 AM,942
0,01-NOV-18,-1,-1,34968483,-765038133,459,421,9897,5792073749,01-NOV-18 05.37.30.000000 AM,1059
0,01-NOV-18,500102,526,34882217,-765033500,746,2273,1029,5792073750,01-NOV-18 05.37.30.000000 AM,326
0,01-NOV-18,513185,-1,34787033,-765013283,337,332,12,5792073751,01-NOV-18 05.37.30.000000 AM,198
0,01-NOV-18,511471,1368,33838000,-765140467,1188,3132,5,5792073752,01-NOV-18 05.37.30.000000 AM,873
0,01-NOV-18,500750,305,34508333,-765309200,193,131,17,5792073753,01-NOV-18 05.37.30.000000 AM,6
0,01-NOV-18,517006,-1,34076567,-765430083,720,2472,305,5792073754,01-NOV-18 05.37.30.000000 AM,160
0,01-NOV-18,511080,-1,33822783,-765710483,251,3192,5,5792073755,01-NOV-18 05.37.31.000000 AM,1234
0,01-NOV-18,500159,22,34434383,-764822650,648,441,11,5792073756,01-NOV-18 05.37.31.000000 AM,908
0,01-NOV-18,-1,-1,33586867,-765111367,-1,-1,-1,5792073757,01-NOV-18 05.37.31.000000 AM,997
0,01-NOV-18,502651,32,34216117,-764907233,141,150,12,5792073758,01-NOV-18 05.37.31.000000 AM,2
0,01-NOV-18,501451,610,34491433,-765278817,355,2104,4,5792073759,01-NOV-18 05.37.31.000000 AM,413
0,01-NOV-18,515012,12,34155200,-764882817,880,2473,14,5792073760,01-NOV-18 05.37.31.000000 AM,1108
0,01-NOV-18,516083,30,33985517,-765106917,947,2524,26,5792073761,01-NOV-18 05.37.31.000000 AM,1032
0,01-NOV-18,514367,74,34402150,-764842850,850,283,75,5792073762,01-NOV-18 05.37.31.000000 AM,1079
0,01-NOV-18,516057,472,33984583,-765379300,498,2101,315,5792073763,01-NOV-18 05.37.31.000000 AM,1043
0,01-NOV-18,501250,23,34449683,-765096033,68,1472,22,5792073764,01-NOV-18 05.37.31.000000 AM,399
0,01-NOV-18,514236,32,34132683,-764688383,640,2841,23,5792073765,01-NOV-18 05.37.31.000000 AM,260
0,01-NOV-18,513098,34,34668650,-764974817,579,3372,268,5792073766,01-NOV-18 05.37.31.000000 AM,138
0,01-NOV-18,501501,21,34491433,-765278817,355,2104,4,5792073767,01-NOV-18 05.37.31.000000 AM,413
0,01-NOV-18,502551,479,34887633,-765108100,93,2274,328,5792073768,01-NOV-18 05.37.31.000000 AM,1187
0,01-NOV-18,502651,32,34216500,-764907667,141,150,12,5792073769,01-NOV-18 05.37.31.000000 AM,2
0,01-NOV-18,514236,32,34132683,-764688383,640,2841,23,5792073770,01-NOV-18 05.37.31.000000 AM,260
0,01-NOV-18,517131,497,33981183,-765447900,43,2274,336,5792073771,01-NOV-18 05.37.31.000000 AM,1102
0,01-NOV-18,-1,-1,34968433,-765037767,-1,-1,-1,5792073772,01-NOV-18 05.37.31.000000 AM,878
0,01-NOV-18,511316,159,34054650,-765365067,899,2473,285,5792073773,01-NOV-18 05.37.31.000000 AM,825
0,01-NOV-18,511046,211,33457883,-765306467,663,311,280,5792073774,01-NOV-18 05.37.31.000000 AM,1006
0,01-NOV-18,502309,-1,33663767,-765280217,314,3133,22,5792073775,01-NOV-18 05.37.31.000000 AM,108
0,01-NOV-18,515148,32,34145300,-765128600,522,2212,396,5792073776,01-NOV-18 05.37.31.000000 AM,169
0,01-NOV-18,-1,5068,34413350,-764802883,814,2104,9987,5792073777,01-NOV-18 05.37.31.000000 AM,603
0,01-NOV-18,513112,32,34838250,-764908083,836,2241,7,5792073778,01-NOV-18 05.37.31.000000 AM,1189
0,01-NOV-18,513062,87,34822183,-764893017,577,2212,387,5792073779,01-NOV-18 05.37.31.000000 AM,1007
0,01-NOV-18,517035,89,34161750,-765580817,570,3721,21,5792073780,01-NOV-18 05.37.31.000000 AM,1205
0,01-NOV-18,511483,-1,33682733,-765118550,617,3133,315,5792073781,01-NOV-18 05.37.31.000000 AM,130
0,01-NOV-18,511174,7,33743083,-765538450,282,3122,352,5792073782,01-NOV-18 05.37.31.000000 AM,97
0,01-NOV-18,501002,20,34419433,-765334317,383,421,525,5792073783,01-NOV-18 05.37.31.000000 AM,1
0,01-NOV-18,501402,210,34427300,-765287750,671,1571,14,5792073784,01-NOV-18 05.37.31.000000 AM,10
0,01-NOV-18,502305,-1,33661400,-765273167,852,3191,13,5792073785,01-NOV-18 05.37.31.000000 AM,114
0,01-NOV-18,514031,107,34214183,-764644300,1073,3411,12,5792073786,01-NOV-18 05.37.31.000000 AM,934
0,01-NOV-18,518004,161,34196217,-765161550,470,2471,9,5792073787,01-NOV-18 05.37.31.000000 AM,1153
0,01-NOV-18,513325,31,34850700,-765013550,368,2243,357,5792073788,01-NOV-18 05.37.31.000000 AM,180
0,01-NOV-18,501950,2,34038067,-765468250,202,131,12,5792073789,01-NOV-18 05.37.31.000000 AM,1053
0,01-NOV-18,500601,153,34582650,-765261583,74,131,466,5792073790,01-NOV-18 05.37.31.000000 AM,626
0,01-NOV-18,513330,308,34659883,-765084883,9,2242,282,5792073791,01-NOV-18 05.37.32.000000 AM,177
0,01-NOV-18,-1,-1,34038933,-764761100,-1,-1,-1,5792073792,01-NOV-18 05.37.32.000000 AM,915
0,01-NOV-18,511284,75,33722850,-765254033,197,2141,82,5792073793,01-NOV-18 05.37.32.000000 AM,50
0,01-NOV-18,502350,20,34611033,-765271483,673,452,437,5792073794,01-NOV-18 05.37.32.000000 AM,161
0,01-NOV-18,-1,-1,33584733,-765112267,-1,-1,-1,5792073795,01-NOV-18 05.37.32.000000 AM,122
0,01-NOV-18,511232,32,33383367,-765245517,1067,311,283,5792073796,01-NOV-18 05.37.32.000000 AM,1154
0,01-NOV-18,501701,31,-1,-1,1010,427,230,5792073797,01-NOV-18 05.37.32.000000 AM,639
0,01-NOV-18,513112,332,34812817,-764897900,630,2212,22,5792073798,01-NOV-18 05.37.32.000000 AM,178
0,01-NOV-18,513098,34,34668350,-764975467,579,3372,268,5792073799,01-NOV-18 05.37.32.000000 AM,138
0,01-NOV-18,514074,34,34162117,-764790917,424,357,4,5792073800,01-NOV-18 05.37.32.000000 AM,284
0,01-NOV-18,516086,15,33977767,-765116367,891,2473,10,5792073801,01-NOV-18 05.37.32.000000 AM,1158
0,01-NOV-18,516146,31,33989583,-765276333,613,2104,7,5792073802,01-NOV-18 05.37.32.000000 AM,1045
0,01-NOV-18,514162,223,34262900,-764730300,123,3442,309,5792072942,01-NOV-18 05.37.09.000000 AM,272
